"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10","total_vote_credits_last_10","criteria_value_super_miniority","criteria_value_commission","criteria_value_mev_commission","criteria_value_epoch_credits","criteria_met_super_minority","criteria_met_commission","criteria_met_mev_commission","criteria_met_epoch_credits"
"HZKopZYvv8v6un2H6KUNVQCnK5zM9emKKezvqhTBSpEc",0,411,100,10000,6449014,68683320,"1,1,1,1,1,1,1,1,1,1","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6906515,6898416,6879721,6907738,6903814,6898450,6900226,6887685,6853974,6646781","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"51JBzSTU5rAM8gLAVQKgp4WoZerQcSqWC7BitBzgUNAm",0,409,10,1000,5395583,68823918,"1,1,1,1,1,1,1,1,1,1","10,10,10,10,10,10,10,10,10,10","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6908625,6898397,6879867,6907736,6900634,6898321,6900131,6887402,6852925,6789880","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"8GbwASqdpw4dVcwbWUxbHXMrjyQx2aKkoBR5H1GJF8iD",0,39,0,0,5199947,68827444,"1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6907972,6897082,6879945,6907737,6903809,6898552,6900264,6888532,6853253,6790298","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"HimWQUK61d9wxhw7EYu9jUje7xQiDs4jKexaTSvuCmXE",0,261,8,800,4691965,68825787,"1,1,1,1,1,1,1,1,1,1","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6908460,6898474,6879771,6907241,6903816,6898389,6898861,6888434,6852210,6790131","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"CKYFpKErmUn75nS3uNcNCPXUxWSpuBqbwMM3QnwPEFHX",0,152,8,800,4583600,68824246,"1,1,1,1,1,1,1,1,1,1","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6908626,6898476,6879748,6907375,6903816,6898332,6898743,6888498,6852343,6788289","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"9jToNMWCLW1GeoLGPZNvEfuXE4AUwiRsrC1HMGmh3PTu",3,157,2,200,4155527,68829794,"1,1,1,1,1,1,1,0,0,0","2,2,2,2,2,2,2,2,2,2","200,200,200,200,200,200,200,200,200,200","6908637,6898478,6879860,6907737,6903823,6898562,6900194,6888464,6853808,6790231","false,false,false,false,false,false,false,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"GHViLgbrJdZDPb6sphRbeuPNM9cmjsFuGWzrTF1sKF5n",0,408,100,-Infinity,4032981,68764019,"1,1,1,1,1,1,1,1,1,1","100,100,100,100,100,100,100,100,100,100","65535,65535,65535,65535,65535,65535,65535,65535,65535,65535","6908527,6898351,6879844,6907606,6903828,6897244,6899616,6887475,6794126,6787402","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE",0,408,8,5000,3864512,68828151,"1,1,1,1,1,1,1,1,1,1","8,8,8,8,8,8,8,8,8,8","5000,5000,5000,5000,5000,5000,5000,5000,5000,5000","6908642,6898372,6879930,6907644,6903825,6898622,6900304,6888318,6853507,6788987","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW",0,411,0,0,3821259,68904393,"1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6909471,6902394,6888915,6908833,6906209,6900861,6903135,6894310,6867929,6822336","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"3ZYJxzCeweSoh2Jj7oCgencFs9y27iKmXJeqYapje1cj",0,409,100,10000,3795868,68830305,"0,0,0,0,0,0,0,1,1,1","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908641,6898370,6879850,6907737,6903822,6898654,6900310,6888456,6853795,6790670","true,true,true,true,true,true,true,false,false,false","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"G9x1mqewTeVnXLmv3FamYD5tq1AdS395RHH3MLQPj6TY",0,411,100,10000,3697761,68826656,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908627,6898475,6879811,6907725,6903823,6898668,6900266,6888536,6853925,6786800","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"AZoCYB4VgoM9DR9f1ZFcBn8xPSbtbqoxZnKJR7tkvEoX",0,409,100,10000,3696107,68827790,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908638,6898475,6879796,6907742,6903809,6898180,6900277,6888338,6853684,6788851","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"iZADA4YKVRJZJaDUV3j79DzyK4VJkK3DGTfvvqvbC1K",0,408,100,10000,3598006,68821341,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908586,6898398,6879716,6907706,6903826,6896923,6899492,6886332,6851403,6788959","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"EcEowA4GKDsdVBF9PNAZa6c9M4WgYG8y4GnpZSUaqioS",0,105,100,10000,3565837,68826650,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908628,6898477,6879939,6907731,6903808,6898613,6900297,6888544,6853887,6786726","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"HkFuE9NJahP7uA8RooXtp64UQb7XNUMVisWsJTgx3far",0,102,100,10000,3502470,68826478,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908637,6898476,6879943,6907734,6903825,6898623,6900242,6888192,6854034,6786772","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"H74qox1GASBWd94FWMyy6GVAbRVLf9SAMgbJ1tzSUAst",0,411,100,10000,3428251,68830420,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908621,6898479,6879947,6907736,6903809,6898446,6900314,6888605,6853769,6790694","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"Ak5BJzQe2R8qFuyYmaAFPjXuD7XPux3ZNTv52D7rfiqR",0,410,10,1000,3394919,68819107,"0,0,0,0,0,0,0,0,0,0","10,10,10,10,10,10,10,10,10,10","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6908125,6898123,6879059,6906620,6902693,6896180,6897998,6886696,6853427,6790186","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"GqcuMuWq4gKeCuCrD8iAjXTozCET2EP6qJXmZDFsSTWK",0,196,8,800,3205101,68677591,"0,0,0,0,0,0,0,0,0,0","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6904880,6804646,6831310,6907626,6903815,6897065,6899594,6886955,6852401,6789299","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"shft7Fry1js37Hm9wq4dfwcZSp2DyKszeWMvEpjYCQ1",10,100,0,1000,3178625,68892020,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6907848,6897860,6879899,6908293,6906205,6901670,6903165,6894627,6868697,6823756","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"9Diao4uo6NpeMud7t5wvGnJ3WxDM7iaYxkGtJM36T4dy",0,247,1,10000,3133485,68253491,"0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908605,6898534,6879773,6907555,6903793,6898957,6893238,6687325,6485974,6789737","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"FKsC411dik9ktS6xPADxs4Fk2SCENvAiuccQHLAPndvk",0,411,7,800,3121955,68824184,"0,0,0,0,0,0,0,0,0,0","7,7,7,7,7,7,7,7,7,7","800,800,800,800,800,800,800,800,800,800","6908630,6898472,6879789,6907646,6903808,6898358,6900135,6887443,6850451,6789452","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"7xENfwKCajMB5aVTgmTB6h7d7Su91wTcnfMjoAQCMvKq",0,407,100,10000,2916667,68730734,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908627,6898464,6845831,6907709,6903631,6897927,6900054,6856714,6821763,6790014","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"KRAKEnMdmT4EfM8ykTFH6yLoCd5vNLcQvJwF66Y2dag",0,408,10,1000,2799303,68825345,"0,0,0,0,0,0,0,0,0,0","10,10,10,10,10,10,10,10,10,10","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6908619,6898469,6879771,6907728,6903821,6898153,6900060,6887859,6850848,6790017","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"6D2jqw9hyVCpppZexquxa74Fn33rJzzBx38T58VucHx9",0,409,8,800,2541288,68797155,"0,0,0,0,0,0,0,0,0,0","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6907959,6868276,6879799,6907739,6903820,6898484,6900299,6888387,6853721,6788671","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"At2rZHk554qWrjcmdNkCQGp8i4hdKLf52EXMrDmng5ab",0,410,100,10000,2502415,68728467,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908630,6898476,6847641,6907716,6903615,6898371,6899998,6852753,6823441,6787826","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7",0,409,100,10000,2502415,68716145,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908629,6898350,6843549,6907715,6903432,6898183,6899955,6849435,6817189,6789708","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"oixpqSNX7CKWHw93ViA8u1CcLzZXDmacKJjV4AvxMZE",0,409,100,10000,2502395,68816943,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6905534,6898358,6879704,6907688,6903800,6896848,6899371,6885868,6851194,6788578","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"2uXzxR2EZVaHE3CuaDaUJ8C9Qr54LMfwkY5BtRPAzbPE",0,409,100,10000,2502391,68729540,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908622,6898351,6846979,6907704,6903410,6898110,6900073,6857152,6820599,6788540","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"8mHUDJjzPo2AwJp8SHKmG9rk9ftWTp7UysqYz36cMpJe",0,410,100,10000,2502383,68820153,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6907501,6897374,6878778,6907106,6903425,6897177,6899185,6886298,6852897,6790412","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"BhREyEsP3YAtQbTCrKcXgTNTeaq9gdjWji3Nz4d8Q1P2",0,410,100,10000,2500000,68730421,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908627,6898460,6845388,6907714,6903629,6898305,6900057,6855355,6822972,6789914","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"HDc84gs3CtqhebHycmoDpc5n2y3CFfd5GqYZkr2XiBMR",0,410,100,10000,2500000,68710314,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908626,6898464,6841225,6907703,6903552,6898022,6900040,6848421,6815985,6788276","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"JDMq8hxZnad2smKLGkFbfg8zVMZHKQcMugD4tMR9u2da",0,410,100,10000,2499999,68795002,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908496,6898354,6877390,6907684,6900685,6896942,6881011,6884191,6851716,6788533","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"33hurzEz6aEnzfESL6pnNyR6DCgcKzssT1pwSzDCBTRQ",0,410,100,10000,2499999,68815701,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908622,6898476,6879767,6907732,6903766,6894734,6896761,6884765,6852710,6788368","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"BU3ZgGBXFJwNTrN6VUJ88k9SJ71SyWfBJTabYqRErm4F",0,409,100,10000,2499999,68814004,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908579,6898359,6879706,6907700,6903810,6896892,6899376,6881443,6851273,6786866","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp",10,410,5,800,2448845,68805442,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","800,800,800,800,800,800,800,800,800,800","6908576,6898321,6879827,6907655,6903805,6880100,6899316,6886730,6852151,6788961","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"E9W5kU2fnha9yp4RmFZgNNsRUvy6oKnB9ZyR9LC81WaE",0,409,100,10000,2409417,68681774,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908628,6898464,6799641,6907644,6903624,6897942,6900094,6854033,6823363,6788341","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"HxYHGzR58gyf6c4JAX85eK8GVuaZU2zne4be82Lq9SBQ",0,410,100,10000,2322628,68815760,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6907327,6897186,6878966,6906340,6903115,6896592,6898224,6886579,6853035,6788396","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"AaVsZUEnrHUZoXC2oVgTY3GF5GGhzCTBGrjpBtuUWy1H",0,142,8,800,2289257,68798188,"0,0,0,0,0,0,0,0,0,0","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6908580,6868334,6879953,6907658,6903812,6898481,6900240,6888687,6853884,6788559","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"CxFH1pqJnEmyaE4wEwqdqMKpQMpkmdaMxhS7SzpHokA8",0,411,100,10000,2182665,67342393,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6905470,6880413,6861214,6907522,6903802,6897413,6899696,6886082,6126736,6074045","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,false,false"
"FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571",0,407,6,600,2135899,68763356,"0,0,0,0,0,0,0,0,0,0","6,6,6,6,6,6,6,6,6,6","600,600,600,600,600,600,600,600,600,600","6908298,6898477,6879952,6907658,6903810,6898494,6900044,6874081,6853936,6738606","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"FjkSLYmi6BJAJQn1iSLUGrPrBQjMaD4y1DVdnv3yaTsX",0,410,100,10000,2083334,68737096,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908633,6898478,6849022,6907696,6903634,6898131,6900008,6858126,6823301,6790067","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"8hPk5CbKDoM7dN9LssTdVkFhDykeq7A8CZurA5AQSFJH",10,244,5,500,2032113,68822078,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","500,500,500,500,500,500,500,500,500,500","6908628,6898355,6879761,6907728,6903807,6898413,6900076,6887329,6850558,6787423","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"G2W5QfMSBYXT5NNWEG8jSN9ZMqvVoaon3DMHMQ3BV7Bj",0,42,100,10000,2013800,68823279,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6908627,6898457,6879751,6906239,6903758,6898351,6900130,6888130,6851501,6788335","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"Haz7b47sZBpxh9SwggGndN3fAyNQ1S949BPdxWXS3ab6",10,246,0,0,2007462,68823600,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6908637,6895273,6879778,6907675,6903809,6898544,6899296,6888456,6853862,6788270","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
